編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPTOMLNLJHKGFAO98CC,16,14.76,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,,
RPPOMLNLJHKGFAO58CC,17,82.23,集合住宅,鋼筋混凝土造,96年11月1日,二十九層,,
RPTOMLNLJHKGFAO98CC,16,4.04,樓梯間,鋼筋混凝土造,98年3月19日,十層,,
RPPOMLNLJHKGFAO58CC,17,51.67,管理室、中繼泵浦室、梯間、機房、防空避難室兼停車空間,鋼筋混凝土造,96年11月1日,二十九層,,
RPPOMLNLJHKGFAO58CC,17,14.19,梯間,鋼筋混凝土造,96年11月1日,二十九層,,
RPTNMLNLJHKGFAO88CC,,31.60,住家用,加強磚造,,二層,,
RPUNMLNLJHKGFAO98CC,9,148.45,集合住宅,鋼筋混凝土造,105年1月25日,二十八層,,
RPUNMLNLJHKGFAO98CC,9,28.10,共有部分,鋼筋混凝土造,105年1月25日,二十八層,,
RPUNMLNLJHKGFAO98CC,9,41.76,共有部分,鋼筋混凝土造,105年1月25日,二十八層,,
RPOPMLNLJHKGFAO58CC,5,68.43,集合住宅,鋼筋混凝土造,108年9月4日,十五層,,
RPOPMLNLJHKGFAO58CC,5,75.70,共有部分,鋼筋混凝土造,108年9月4日,十五層,,
RPTNMLNJKHKGFAO78CC,33,32.74,商業用,鋼筋混凝土造,81年1月29日,十二層,,
RPTNMLNJKHKGFAO78CC,33,3.51,共有部分,鋼筋混凝土造,81年1月29日,000,,
RPTNMLNJKHKGFAO78CC,33,8.65,共有部分,鋼筋混凝土造,81年1月29日,十二層,,
RPRNMLNJKHKGFAO58CC,37,55.40,住商用,鋼筋混凝土造,77年4月12日,三層,,
RPTNMLOLJHKGFAO98CC,16,27.42,辦公室,鋼筋混凝土造,97年7月30日,十層,,
RPTNMLOLJHKGFAO98CC,16,16.18,防空避難室、停車空間、水箱、梯間、機械室,鋼筋混凝土造,97年7月30日,十層,,
RPSNMLOJKHKGFAO78CC,30,16.53,農舍,鋼筋混凝土造,84年3月24日,三層,,
RPSNMLOLJHKGFAO88CC,34,24.59,住商用,鋼筋混凝土造,79年9月3日,七層,,
RPSNMLOLJHKGFAO88CC,34,3.82,住商用,鋼筋混凝土造,79年9月3日,七層,,
RPRNMLOJKHKGFAO68CC,37,13.22,住商用,鋼筋混凝土造,77年4月12日,三層,,
RPSNMLOLJHKGFAO88CC,34,5.36,共有部分,鋼筋混凝土造,79年9月3日,七層,,
RPWNMLNJKHKGFAO09CC,27,25.12,住家用,鋼筋混凝土造,87年2月11日,七層,,
RPWNMLNJKHKGFAO09CC,27,8.32,防空避難室兼停車空間、騎樓,鋼筋混凝土造,87年2月11日,七層,,
RPWNMLNJKHKGFAO09CC,27,4.62,電梯樓梯間、機械室、水箱,鋼筋混凝土造,87年2月11日,七層,,
RPWNMLNJKHKGFAO09CC,27,5.81,通道間,鋼筋混凝土造,87年2月11日,七層,,
RPPNMLOLJHKGFAO58CC,13,121.49,集合住宅,鋼筋混凝土造,101年6月25日,十四層,,
RPPNMLOLJHKGFAO58CC,13,26.71,共有部分,鋼筋混凝土造,101年6月25日,十四層,,
RPPNMLOLJHKGFAO58CC,13,20.89,共有部分,鋼筋混凝土造,101年6月25日,十四層,,
RPPNMLNJKHKGFAO38CC,9,98.05,集合住宅,鋼筋混凝土造,104年10月30日,二十四層,,
RPPNMLNJKHKGFAO38CC,9,17.42,共有部分,鋼筋混凝土造,104年10月30日,二十四層,,
RPPNMLNJKHKGFAO38CC,9,29.74,共有部分,鋼筋混凝土造,104年10月30日,二十四層,,
RPQNMLNJKHKGFAO48CC,2,58.90,集合住宅,鋼筋混凝土造,111年12月9日,十四層,,
RPPOMLNJKHKGFAO48CC,27,89.33,住宅,鋼筋混凝土造,87年4月10日,十二層,,
RPQNMLNJKHKGFAO48CC,2,.09,共有部分,鋼筋混凝土造,111年12月9日,一層,,
RPPOMLNJKHKGFAO48CC,27,17.59,住家用、突出物、梯間,鋼筋混凝土造,87年4月10日,十二層,,
RPQNMLNJKHKGFAO48CC,2,33.72,共有部分,鋼筋混凝土造,111年12月9日,十四層,,
RPPOMLNJKHKGFAO48CC,27,22.29,住家用、地下室、夾層,鋼筋混凝土造,87年4月10日,十二層,,
RPQNMLNJKHKGFAO48CC,2,11.11,共有部分,鋼筋混凝土造,111年12月9日,十四層,,
RPPPMLNLJHKGFAO68CC,29,60.91,住家用,鋼筋混凝土造,85年3月26日,九層,,
RPPPMLNLJHKGFAO68CC,29,39.75,避難窒、停車空間、梯間,鋼筋混凝土造,85年3月26日,九層,,
RPVNMLNJKHKGFAO98CC,34,32.42,住家用,鋼筋混凝土造,80年5月23日,七層,,
RPVNMLNJKHKGFAO98CC,34,12.18,共有部分,鋼筋混凝土造,80年5月23日,七層,,
RPTNMLOJKHKGFAO88CC,,68.00,住家用,鋼筋混凝土造,,四層,,
RPTNMLOJKHKGFAO88CC,,17.25,共有部分,鋼筋混凝土造,,四層,,
RPWNMLOJKHKGFAO56CC,18,27.89,機電空間、辦公室,鋼筋混凝土造,96年6月6日,十層,,
RPWNMLOJKHKGFAO56CC,18,13.41,防空避難室兼停車空間、車道、梯間、機械室、水箱,鋼筋混凝土造,96年6月6日,十層,,
RPUNMLOJKHKGFAO98CC,31,34.94,住家用,鋼筋混凝土造,82年11月4日,九層,,
RPUNMLOJKHKGFAO98CC,31,15.47,共有部分,鋼筋混凝土造,82年11月4日,九層,,
RPPNMLPJKHKGFAO58CC,29,98.07,住家用,鋼筋混凝土造,84年10月2日,八層,,
RPPNMLPJKHKGFAO58CC,29,11.34,共有部分,鋼筋混凝土造,84年10月2日,八層,,
RPPNMLPJKHKGFAO58CC,29,23.67,共有部分,鋼筋混凝土造,84年10月2日,八層,,
RPRNMLPJKHKGFAO78CC,41,75.90,住家用,鋼筋混凝土造,73年5月23日,五層,,
RPQNMLPJKHKGFAO68CC,2,74.96,集合住宅,鋼筋混凝土造,112年5月30日,二十九層,,
RPUNMLPJKHKGFAO09CC,,74.71,住家用,加強磚造,,四層,,
RPSNMLQJKHKGFAO98CC,10,22.55,集合住宅,鋼筋混凝土造,103年10月20日,十一層,,
RPQNMLPJKHKGFAO68CC,2,39.56,共有部分,鋼筋混凝土造,112年5月30日,二十九層,,
RPSNMLQJKHKGFAO98CC,10,27.96,共有部分,鋼筋混凝土造,103年10月20日,十一層,,
RPQNMLQJKHKGFAO78CC,31,74.73,住家用,鋼筋混凝土造,83年1月31日,九層,,
RPQNMLQJKHKGFAO78CC,31,14.86,見使用執照,鋼筋混凝土造,83年1月31日,九層,,
RPQNMLQJKHKGFAO78CC,31,12.66,共有部分,鋼筋混凝土造,83年1月31日,九層,,
RPUNMLQJKHKGFAO56CC,27,171.81,工業用,鋼筋混凝土造,87年8月1日,八層,,
RPPNMLSJKHKGFAO88CC,16,40.09,辦公室,鋼筋混凝土造,97年11月8日,十一層,,
RPPNMLSJKHKGFAO88CC,16,6.53,樓梯間,鋼筋混凝土造,97年11月8日,十一層,,
RPPNMLSJKHKGFAO88CC,16,11.30,防空避難室兼停車空間、騎樓、樓梯間、電梯機房、水箱,鋼筋混凝土造,97年11月8日,十一層,,
RPVNMLOJKHKGFAO09CC,,35.36,住家用,鋼筋混凝土造,,七層,,
RPVNMLOJKHKGFAO09CC,34,9.09,共有部分,鋼筋混凝土造,80年1月12日,七層,,
RPPNMLQJKHKGFAO68CC,15,164.82,集合住宅,鋼筋混凝土造,99年1月5日,十四層,,
RPPNMLQJKHKGFAO68CC,15,10.41,防空避難室兼停車空間,鋼筋混凝土造,99年1月5日,十四層,,
RPPNMLQJKHKGFAO68CC,15,4.57,停車空間,鋼筋混凝土造,99年1月5日,十四層,,
RPPNMLQJKHKGFAO68CC,15,11.66,樓梯間、機械室、水箱,鋼筋混凝土造,99年1月5日,十四層,,
RPTNMLPJKHKGFAO98CC,6,91.64,集合住宅,鋼筋混凝土造,108年4月26日,二十八層,,
RPPNMLQJKHKGFAO68CC,15,24.57,樓梯間,鋼筋混凝土造,99年1月5日,十四層,,
RPTNMLPJKHKGFAO98CC,6,78.98,共有部分,鋼筋混凝土造,108年4月26日,二十八層,,
RPSNMLSJKHKGFAO56CC,29,18.88,住家用,鋼筋混凝土造,85年3月26日,七層,,
RPSNMLSJKHKGFAO56CC,29,5.08,共有部分,鋼筋混凝土造,85年3月26日,七層,,
RPTNMLQJKHKGFAO09CC,27,104.51,工業用,鋼筋混凝土造,87年8月1日,八層,,
RPQNMLSJKHKGFAO98CC,43,98.76,住家用,鋼筋混凝土造,71年2月25日,五層,,
RPRNMLQJKHKGFAO88CC,,77.35,住家用,鋼筋混凝土造,,四層,,
RPQNMLSJKHKGFAO98CC,43,7.96,共有部分,鋼筋混凝土造,71年2月25日,000,,
RPQNMLSJKHKGFAO98CC,43,6.48,共有部分,鋼筋混凝土造,71年2月25日,五層,,
RPUNMLSJKHKGFAO76CC,29,93.21,住家用,鋼筋混凝土造,84年12月23日,十二層,,
RPUNMLSJKHKGFAO76CC,29,23.91,共有部分,鋼筋混凝土造,84年12月23日,十二層,,
RPRNMLSJKHKGFAO09CC,33,23.24,見使用執照,鋼筋混凝土造,80年9月9日,七層,,
RPRNMLSJKHKGFAO09CC,33,7.44,共有部分,鋼筋混凝土造,80年9月9日,七層,,
RPVNMLSJKHKGFAO86CC,21,16.53,工場〈廠〉、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPRNMLSJKHKGFAO09CC,33,1.73,共有部分,鋼筋混凝土造,80年9月9日,七層,,
RPTNMLSJKHKGFAO66CC,,94.90,住家用,鋼筋混凝土造,,五層,,
RPTNMLSJKHKGFAO66CC,,6.65,共有部分,鋼筋混凝土造,,五層,,
RPTNMLSJKHKGFAO66CC,,6.34,共有部分,鋼筋混凝土造,,五層,,
RPWNMLSJKHKGFAO96CC,21,16.53,工場〈廠〉、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPPNMLMKKHKGFAO38CC,29,79.33,商業用,鋼筋混凝土造,85年7月29日,七層,,
RPRNMLNKKHKGFAO68CC,19,19.83,梯間、住宅,鋼筋混凝土造,94年8月20日,四層,,
RPPNMLMKKHKGFAO38CC,29,8.58,共有部分,鋼筋混凝土造,85年7月29日,七層,,
RPPNMLMKKHKGFAO38CC,29,22.08,共有部分,鋼筋混凝土造,85年7月29日,七層,,
RPQNMLNKKHKGFAO58CC,34,37.08,見使用執照,鋼筋混凝土造,80年7月30日,十二層,,
RPTNMLOKKHKGFAO98CC,33,66.34,住商用,鋼筋混凝土造,80年11月15日,四層,,
RPPNMLNKKHKGFAO48CC,27,162.47,住家用,鋼筋混凝土造,87年2月27日,四層,,
RPSNMLNKKHKGFAO78CC,11,110.57,集合住宅,鋼筋混凝土造,102年9月16日,十四層,,
RPSNMLNKKHKGFAO78CC,11,17.62,共有部分,鋼筋混凝土造,102年9月16日,十四層,,
RPSNMLNKKHKGFAO78CC,11,31.89,共有部分,鋼筋混凝土造,102年9月16日,十四層,,
RPXNMLOKKHKGFAO76CC,,106.36,住家用,鋼筋混凝土造,,五層,,
RPXNMLOKKHKGFAO76CC,,3.30,共有部分,鋼筋混凝土造,,五層,,
RPXNMLOKKHKGFAO76CC,,6.75,共有部分,鋼筋混凝土造,,五層,,
RPUNMLOKKHKGFAO09CC,31,140.39,住家用,鋼筋混凝土造,82年11月2日,五層,,
RPUNMLOKKHKGFAO09CC,31,12.15,共有部分,鋼筋混凝土造,82年11月2日,五層,,
RPXNMLSJKHKGFAO07CC,21,16.53,工場〈廠〉、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPTNMLNKKHKGFAO88CC,3,88.51,集合住宅,鋼筋混凝土造,110年10月1日,十四層,,
RPTNMLNKKHKGFAO88CC,3,73.48,共有部分,鋼筋混凝土造,110年10月1日,十四層,,
RPPNMLOKKHKGFAO58CC,45,103.74,住家用,鋼筋混凝土造,69年5月7日,五層,,
RPPNMLRKKHKGFAO88CC,42,89.40,住家用,鋼筋混凝土造,71年12月28日,三層,,
RPPNMLRKKHKGFAO88CC,42,14.42,共有部分,鋼筋混凝土造,71年12月28日,三層,,
RPSNMLOKKHKGFAO88CC,24,341.16,辦公室,鋼骨鋼筋混凝土造,89年10月18日,十七層,,
RPSNMLOKKHKGFAO88CC,24,76.19,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,,
RPSNMLOKKHKGFAO88CC,24,2.96,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,,
RPSNMLOKKHKGFAO88CC,24,5.30,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,,
RPSNMLOKKHKGFAO88CC,24,3.00,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,,
RPQNMLOKKHKGFAO68CC,2,87.33,集合住宅,鋼筋混凝土造,111年10月21日,十五層,,
RPQNMLOKKHKGFAO68CC,2,41.08,共有部分,鋼筋混凝土造,111年10月21日,十五層,,
RPRNMLOKKHKGFAO78CC,,160.85,住家用,鋼筋混凝土造,,五層,,
RPRNMLOKKHKGFAO78CC,,34.27,共有部分,鋼筋混凝土造,,五層,,
RPQNMLSKKHKGFAO09CC,,31.60,住家用,加強磚造,,二層,,
RPPNMLQKKHKGFAO78CC,5,13.52,辦公室,鋼筋混凝土造,109年5月12日,二十一層,,
RPPNMLQKKHKGFAO78CC,5,.00,辦公室（廳）,鋼筋混凝土造,109年5月12日,二十一層,,
RPPNMLQKKHKGFAO78CC,5,22.21,共有部分,鋼筋混凝土造,109年5月12日,二十一層,,
RPRNMLRKKHKGFAO09CC,19,21.40,住家用,鋼筋混凝土造,94年11月25日,六層,,
RPRNMLRKKHKGFAO09CC,19,4.94,公共設施,鋼筋混凝土造,94年11月25日,六層,,
RPRNMLRKKHKGFAO09CC,19,4.29,公共設施,鋼筋混凝土造,94年11月25日,六層,,
RPRNMLSKKHKGFAO56CC,,12.70,住家用,加強磚造,,二層,,
RPRNMLKLKHKGFAO48CC,2,85.13,集合住宅,鋼筋混凝土造,112年5月30日,二十九層,,
RPRNMLKLKHKGFAO48CC,2,44.99,共有部分,鋼筋混凝土造,112年5月30日,二十九層,,
RPSNMLLLKHKGFAO68CC,30,87.68,住家用,鋼筋混凝土造,83年9月10日,十二層,,
RPSNMLLLKHKGFAO68CC,30,34.98,共有部分,鋼筋混凝土造,83年9月10日,十二層,,
RPOOMLPLKHKGFAO78CC,2,75.50,集合住宅,鋼筋混凝土造,112年5月30日,二十九層,,
RPOOMLPLKHKGFAO78CC,2,39.91,共有部分,鋼筋混凝土造,112年5月30日,二十九層,,
RPXNMLPLKHKGFAO96CC,17,117.48,集合住宅,鋼筋混凝土造,96年12月6日,十三層,,
RPXNMLPLKHKGFAO96CC,17,21.70,梯間、水箱、昇降梯房,鋼筋混凝土造,96年12月6日,十三層,,
RPXNMLPLKHKGFAO96CC,17,24.58,防空避難室兼停車空間、開放空間、公共服務空間,鋼筋混凝土造,96年12月6日,十三層,,
RPQOMLLLKHKGFAO58CC,36,128.74,住家用,鋼筋混凝土造,77年12月23日,五層,,
RPQOMLLLKHKGFAO58CC,36,23.31,共有部分,鋼筋混凝土造,77年12月23日,五層,,
RPRNMLPLKHKGFAO98CC,9,83.14,集合住宅,鋼筋混凝土造,105年7月20日,十四層,,
RPRNMLPLKHKGFAO98CC,9,23.18,共有部分,鋼筋混凝土造,105年7月20日,十四層,,
RPRNMLPLKHKGFAO98CC,9,13.91,共有部分,鋼筋混凝土造,105年7月20日,十四層,,
RPQNMLLLLHKGFAO58CC,,20.62,住家用,鋼筋混凝土造,,五層,,
RPPOMLQLKHKGFAO98CC,21,16.53,工場〈廠〉、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPPNMLNJLHKGFAO48CC,18,131.11,集合住宅,鋼筋混凝土造,95年11月27日,十三層,,
RPPNMLNJLHKGFAO48CC,18,25.04,樓梯間等共同使用部份,鋼筋混凝土造,95年11月27日,十三層,,
RPPNMLNJLHKGFAO48CC,18,37.07,停車空間等共同使用部份,鋼筋混凝土造,95年11月27日,十三層,,
RPOOMLQLKHKGFAO88CC,21,16.53,工場〈廠〉、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPXNMLQLKHKGFAO07CC,21,16.53,工場〈廠〉、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPRNMLNLJHKGFAO68CC,16,126.89,辦公室、機電空間,鋼筋混凝土造,97年11月26日,十四層,,
RPRNMLNLJHKGFAO68CC,16,21.03,樓梯間、樓梯電梯間、水箱、昇降機械室,鋼筋混凝土造,97年11月26日,十四層,,
RPRNMLNLJHKGFAO68CC,16,27.65,消防機械室、機電設備空間、防空避難室兼停車空間、污水機房電信室、台電配電室、發電機室、停車空間、開放空間,鋼筋混凝土造,97年11月26日,十四層,,
